Income_Report,Unnamed: 1,Unnamed: 2,Unnamed: 3,Source_File,Category,Processed_Date,Income Report,Unnamed: 4
,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
Rincian Laporan,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
Username (Penjual),nazava,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
Dari,2025-05-01,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
ke,2025-05-31,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
Ringkasan Penghasilan,,,Rp,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
1. Total Pendapatan,,,255587137.0,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
Subtotal Pesanan,,,271803793.0,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Harga Asli Produk,295374526.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Total Diskon Produk,-21960039.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Jumlah Pengembalian Dana ke Pembeli,-1610694.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
Voucher & Subsidi Shopee,,,-16216656.0,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Diskon Produk dari Shopee,1261230.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Diskon Voucher Ditanggung Penjual,-17477886.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Cashback Koin yang Ditanggung Penjual,0.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
2. Total Pengeluaran,,,-34078377.0,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
Total Biaya Pengiriman,,,-93511.0,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Ongkir Dibayar Pembeli,21083483.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Diskon Ongkir Ditanggung Jasa Kirim,0.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Gratis Ongkir dari Shopee,57552018.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Ongkir yang Diteruskan oleh Shopee ke Jasa Kirim,-78729012.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Ongkos Kirim Pengembalian Barang,0.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Pengembalian Biaya Kirim,0.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Kembali ke Biaya Pengiriman Pengirim,0.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
Biaya Admin & Layanan,,,-33984866.0,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Komisi AMS,-5465460.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Administrasi (termasuk PPN 11%),-14146387.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Layanan,-13554265.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Proses Pesanan,0.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Premi,-818754.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Program Hemat Biaya Kirim,0.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Transaksi,0.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Kampanye,0.0,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
3. Total yang Dilepas,,,221508760.0,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
Nilai Lainnya,,,,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
Promo Gratis Ongkir dari Penjual,,,-69500.0,Income.sudah dilepas.id.20250501_20250531 (2).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
Rincian Laporan,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
Username (Penjual),nazava,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
Dari,2025-05-01,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
ke,2025-05-31,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
Ringkasan Penghasilan,,,Rp,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
1. Total Pendapatan,,,255587137.0,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
Subtotal Pesanan,,,271803793.0,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Harga Asli Produk,295374526.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Total Diskon Produk,-21960039.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Jumlah Pengembalian Dana ke Pembeli,-1610694.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
Voucher & Subsidi Shopee,,,-16216656.0,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Diskon Produk dari Shopee,1261230.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Diskon Voucher Ditanggung Penjual,-17477886.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Cashback Koin yang Ditanggung Penjual,0.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
2. Total Pengeluaran,,,-34078377.0,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
Total Biaya Pengiriman,,,-93511.0,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Ongkir Dibayar Pembeli,21083483.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Diskon Ongkir Ditanggung Jasa Kirim,0.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Gratis Ongkir dari Shopee,57552018.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Ongkir yang Diteruskan oleh Shopee ke Jasa Kirim,-78729012.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Ongkos Kirim Pengembalian Barang,0.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Pengembalian Biaya Kirim,0.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
Biaya Admin & Layanan,,,-33984866.0,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Komisi AMS,-5465460.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Administrasi (termasuk PPN 11%),-14146387.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Layanan (termasuk PPN 11%),-13554265.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Premi,-818754.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Program,0.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Kartu Kredit,0.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Kampanye,0.0,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
3. Total yang Dilepas,,,221508760.0,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
Nilai Lainnya,,,,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
Promo Gratis Ongkir dari Penjual,,,-69500.0,Income.sudah dilepas.id.20250501_20250531 (1).xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
Rincian Laporan,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
Username (Penjual),nazava,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
Dari,2024-01-01,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
ke,2024-12-31,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
Ringkasan Penghasilan,,,Rp,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
1. Total Pendapatan,,,1799357994.0,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
Subtotal Pesanan,,,1811667161.0,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Harga Asli Produk,1901564506.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Total Diskon Produk,-82879709.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Jumlah Pengembalian Dana ke Pembeli,-7017636.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
Voucher & Subsidi Shopee,,,-12309167.0,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Diskon Produk dari Shopee,476600.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Voucher dari Penjual,-12785767.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Cashback Koin dari Penjual,0.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
2. Total Pengeluaran,,,-235663502.0,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
Total Biaya Pengiriman,,,-5186999.0,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Ongkir Dibayar Pembeli,139208250.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Diskon Ongkir Ditanggung Jasa Kirim,0.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Gratis Ongkir dari Shopee,143408128.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Ongkir yang Diteruskan oleh Shopee ke Jasa Kirim,-287669477.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Ongkos Kirim Pengembalian Barang,-133900.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Pengembalian Biaya Kirim,0.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Kembali ke Biaya Pengiriman Pengirim,0.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
Biaya Admin & Layanan,,,-230476503.0,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Komisi AMS,-34432397.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Administrasi (termasuk PPN 11%),-75259835.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Layanan,-114424119.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Proses Pesanan,0.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Premi,-6360152.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Program Hemat Biaya Kirim,0.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Transaksi,0.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,Biaya Kampanye,0.0,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
3. Total yang Dilepas,,,1563694492.0,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
Nilai Lainnya,,,,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
Promo Gratis Ongkir dari Penjual,,,-983000.0,Income.sudah dilepas.id.20240101_20241231.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250801_20250831.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250801_20250831.xlsx,revenue 2,2025-11-05 17:35:15,,
,,,,Income.sudah dilepas.id.20250801_20250831.xlsx,revenue 2,2025-11-05 17:35:15,,
Rincian Laporan,,,,Income.sudah dilepas.id.20250801_20250831.xlsx,revenue 2,2025-11-05 17:35:15,,
